text	label
malaria	S-Disease
single 	B-Chemical_Substance
nucleotide 	I-Chemical_Substance
polymorphisms 	E-Chemical_Substance
Erythrocyte 	B-Protien
Membrane 	I-Protien
Protein 1	E-Protien
endothelial	B-Protien
protein C	I-Protien
receptor 	E-Protien
PfEMP1	S-Protien
EPCR	S-Protien
EPCR 	S-Protien
EPCR 	S-Protien
EPCR 	S-Protien
EPCR 	S-Protien
PfEMP1 	S-Protien
EPCR 	S-Protien
EPCR	S-Protien
EPCR	S-Protien
SNPs	S-Chemical_Substance
SNPs 	S-Chemical_Substance
responsible	O
for	O
follow	O
a	O
complex	O
life	O
cycle	O
of	O
which	O
half	O
takes	O
place	O
inside	O
the	O
human	O
host	O
Parasites	O
present	O
diverse	O
antigens	O
at	O
different	O
stages	O
of	O
their	O
life	O
cycle	O
and	O
interact	O
with	O
many	O
surface	O
molecules	O
to	O
attach	O
to	O
and	O
enter	O
host	O
cells	O
The	O
CIDRα1	O
domain	O
of	O
Plasmodium	O
falciparum	O
in	O
infected	O
adheres	O
to	O
one	O
such	O
vascular	O
receptor	O
is	O
implicated	O
in	O
the	O
pathogenesis	O
of	O
severe	O
malaria	O
as	O
preferential	O
binding	O
of	O
CIDRα1	O
to	O
results	O
in	O
widespread	O
sequestration	O
of	O
infected	O
leading	O
to	O
inflammation	O
and	O
severe	O
disease	O
A	O
single	O
variant	O
S219G	O
is	O
clinically	O
reported	O
to	O
provide	O
protection	O
from	O
severe	O
In	O
this	O
work	O
we	O
have	O
collated	O
all	O
in	O
from	O
dbSNP	O
We	O
structurally	O
mapped	O
the	O
on	O
the	O
three	O
dimensional	O
complex	O
of	O
and	O
CIDRα1	O
Analysis	O
shows	O
that	O
most	O
mutations	O
lie	O
on	O
the	O
receptor	O
surface	O
and	O
are	O
non	O
conservative	O
Of	O
the	O
11	O
mutations	O
in	O
the	O
CIDRα1	O
interaction	O
region	O
of	O
S88P	O
L96V	O
I	O
and	O
R98L	O
H	O
P	O
C	O
are	O
seen	O
with	O
comparably	O
higher	O
occurrences	O
in	O
diverse	O
populations	O
Our	O
structural	O
analysis	O
details	O
a	O
framework	O
of	O
the	O
interactions	O
between	O
the	O
parasite	O
ligand	O
and	O
host	O
factor	O
These	O
structural	O
glimpses	O
provide	O
a	O
blueprint	O
for	O
designing	O
both	O
field	O
based	O
variant	O
sequencing	O
studies	O
and	O
vaccine	O
development	O
Malaria 	S-Disease
Malaria 	S-Disease
Malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria	S-Disease
malaria 	S-Disease
remains	O
a	O
major	O
public	O
health	O
problem	O
in	O
sub	O
Saharan	O
Africa	O
The	O
2021	O
World	O
Health	O
Organization	O
WHO	O
World	O
Report	O
indicates	O
a	O
slowing	O
in	O
the	O
decline	O
of	O
malaria	O
incidence	O
since	O
2015	O
prevalence	O
in	O
Zanzibar	O
has	O
been	O
maintained	O
at	O
less	O
than	O
1	O
since	O
2010	O
however	O
from	O
2018	O
to	O
2021	O
the	O
annual	O
number	O
of	O
reported	O
cases	O
has	O
gradually	O
increased	O
from	O
4106	O
to	O
9290	O
Community	O
engagement	O
has	O
been	O
emphasized	O
by	O
the	O
WHO	O
for	O
reducing	O
transmission	O
To	O
better	O
understand	O
the	O
potential	O
for	O
a	O
door	O
to	O
door	O
approach	O
for	O
a	O
three	O
month	O
pilot	O
programme	O
was	O
carried	O
out	O
This	O
qualitative	O
study	O
aimed	O
at	O
understanding	O
stakeholder	O
experiences	O
with	O
the	O
pilot	O
programme	O
and	O
considerations	O
for	O
its	O
implementation	O
Through	O
multistage	O
sampling	O
four	O
shehias	O
wards	O
the	O
lowest	O
administrative	O
structure	O
with	O
comparatively	O
high	O
1	O
9	O
per	O
1000	O
and	O
four	O
with	O
low	O
1	O
per	O
1000	O
incidence	O
of	O
local	O
cases	O
were	O
selected	O
and	O
involved	O
in	O
a	O
door	O
to	O
door	O
pilot	O
intervention	O
The	O
qualitative	O
study	O
was	O
conducted	O
after	O
the	O
pilot	O
intervention	O
and	O
employed	O
focus	O
group	O
discussions	O
and	O
in	O
depth	O
interviews	O
All	O
field	O
notes	O
were	O
written	O
on	O
paper	O
and	O
audiotaped	O
using	O
digital	O
audio	O
recorders	O
Summaries	O
were	O
developed	O
by	O
integrating	O
field	O
notes	O
with	O
reviews	O
of	O
recordings	O
themes	O
were	O
developed	O
based	O
on	O
the	O
topics	O
identified	O
a	O
priori	O
Responses	O
for	O
each	O
theme	O
were	O
summarized	O
using	O
an	O
iterative	O
process	O
Most	O
community	O
members	O
reported	O
high	O
levels	O
of	O
acceptance	O
of	O
door	O
to	O
door	O
interventions	O
Some	O
factors	O
that	O
might	O
affect	O
implementation	O
of	O
door	O
to	O
door	O
include	O
low	O
risk	O
perception	O
of	O
the	O
disease	O
local	O
beliefs	O
and	O
practice	O
lack	O
of	O
initiative	O
from	O
the	O
programme	O
level	O
to	O
involve	O
communities	O
and	O
political	O
instability	O
during	O
the	O
election	O
period	O
All	O
Community	O
Health	O
Volunteers	O
CHVs	O
recommended	O
this	O
approach	O
for	O
community	O
engagement	O
however	O
ensuring	O
adequate	O
resources	O
was	O
identified	O
as	O
a	O
key	O
factor	O
for	O
ensuring	O
its	O
sustainability	O
The	O
door	O
to	O
door	O
intervention	O
was	O
perceived	O
as	O
helpful	O
for	O
promoting	O
community	O
engagement	O
There	O
are	O
several	O
factors	O
to	O
consider	O
including	O
ensuring	O
that	O
CHVs	O
are	O
provided	O
with	O
adequate	O
education	O
regular	O
supervision	O
and	O
have	O
access	O
to	O
essential	O
resources	O
Community	O
leaders	O
should	O
be	O
fully	O
involved	O
in	O
choosing	O
CHVs	O
that	O
are	O
acceptable	O
to	O
the	O
community	O
To	O
ensure	O
sustainability	O
the	O
government	O
should	O
allocate	O
sufficient	O
resources	O
and	O
improve	O
coordinati	O
Malaria 	S-Disease
Malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
IPTp 	S-Medication
The	O
Frontline	O
Project	O
MFP	O
supported	O
the	O
National	O
Elimination	O
Program	O
for	O
effective	O
program	O
implementation	O
in	O
the	O
high	O
malaria	O
burden	O
states	O
of	O
Kano	O
and	O
Zamfara	O
adapting	O
the	O
National	O
Stop	O
Transmission	O
of	O
Polio	O
NSTOP	O
program	O
elimination	O
strategies	O
The	O
MFP	O
was	O
implemented	O
in	O
34	O
LGAs	O
in	O
the	O
two	O
states	O
20	O
out	O
of	O
44	O
in	O
Kano	O
and	O
all	O
14	O
in	O
Zamfara	O
MFP	O
developed	O
training	O
materials	O
and	O
job	O
aids	O
tailored	O
to	O
expected	O
service	O
delivery	O
for	O
primary	O
and	O
district	O
health	O
facilities	O
and	O
strengthened	O
supportive	O
supervision	O
Pre	O
and	O
post	O
implementation	O
assessments	O
of	O
intervention	O
impacts	O
were	O
conducted	O
in	O
both	O
states	O
A	O
total	O
of	O
158	O
Kano	O
83	O
Zamfara	O
75	O
and	O
180	O
Kano	O
100	O
Zamfara	O
80	O
healthcare	O
workers	O
HCWs	O
were	O
interviewed	O
for	O
pre	O
and	O
post	O
implementation	O
assessments	O
respectively	O
The	O
proportions	O
of	O
HCWs	O
with	O
correct	O
knowledge	O
on	O
diagnostic	O
criteria	O
were	O
Kano	O
97	O
5	O
to	O
92	O
0	O
and	O
Zamfara	O
94	O
7	O
to	O
98	O
8	O
and	O
knowledge	O
of	O
recommended	O
first	O
line	O
treatment	O
of	O
uncomplicated	O
malaria	O
were	O
Kano	O
68	O
7	O
to	O
76	O
0	O
and	O
Zamfara	O
69	O
3	O
to	O
65	O
0	O
The	O
proportion	O
of	O
HCWs	O
who	O
adhered	O
to	O
national	O
guidelines	O
for	O
diagnosis	O
and	O
treatment	O
increased	O
in	O
both	O
states	O
Kano	O
36	O
1	O
to	O
73	O
0	O
Zamfara	O
39	O
2	O
to	O
67	O
5	O
and	O
HCW	O
knowledge	O
to	O
confirm	O
diagnosis	O
slightly	O
decreased	O
in	O
Kano	O
State	O
but	O
increased	O
in	O
Zamfara	O
State	O
Kano	O
97	O
5	O
to	O
92	O
0	O
Zamfara	O
94	O
8	O
to	O
98	O
8	O
HCWs	O
knowledge	O
of	O
correct	O
drug	O
increased	O
in	O
both	O
states	O
Kano	O
81	O
9	O
to	O
94	O
0	O
Zamfara	O
85	O
3	O
to	O
97	O
5	O
MFP	O
was	O
successfully	O
implemented	O
using	O
tailored	O
training	O
materials	O
job	O
aids	O
supportive	O
supervision	O
and	O
data	O
use	O
The	O
project	O
strategy	O
can	O
likely	O
be	O
adapted	O
to	O
improve	O
the	O
effectiveness	O
of	O
program	O
implementation	O
in	O
other	O
Nigerian	O
states	O
and	O
other	O
endemic	O
countries	O
malaria 	S-Disease
malaria 	S-Disease
malaria	S-Disease
malaria	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
blood 	B-Anatomical_Substances
pH 	I-Anatomical_Substances
lactates 	S-Anatomical_Substances
Adequacy	O
of	O
imported	O
management	O
with	O
respect	O
to	O
guidelines	O
in	O
emergency	O
departments	O
ED	O
is	O
low	O
We	O
aimed	O
to	O
identify	O
factors	O
associated	O
with	O
this	O
non	O
compliance	O
and	O
a	O
potential	O
impact	O
of	O
the	O
SARS	O
CoV	O
2	O
pandemic	O
Patients	O
presenting	O
with	O
imported	O
at	O
the	O
ED	O
of	O
the	O
hospital	O
of	O
Melun	O
France	O
from	O
January	O
1	O
2017	O
to	O
February	O
14	O
2022	O
were	O
retrospectively	O
included	O
Among	O
205	O
adults	O
and	O
25	O
children	O
biological	O
criteria	O
of	O
severity	O
were	O
fully	O
assessed	O
in	O
10	O
of	O
cases	O
40	O
and	O
21	O
levels	O
were	O
the	O
main	O
missing	O
variables	O
Of	O
74	O
patients	O
32	O
with	O
severe	O
13	O
were	O
misclassified	O
as	O
uncomplicated	O
The	O
choice	O
and	O
dosage	O
of	O
treatment	O
were	O
adequate	O
in	O
85	O
and	O
92	O
of	O
cases	O
respectively	O
Treatment	O
conformity	O
was	O
lower	O
in	O
severe	O
cases	O
than	O
in	O
non	O
severe	O
cases	O
OR	O
0	O
15	O
95	O
CI	O
0	O
07	O
0	O
31	O
with	O
oral	O
treatment	O
in	O
17	O
patients	O
with	O
severe	O
conformity	O
was	O
higher	O
in	O
the	O
intensive	O
care	O
unit	O
OR	O
4	O
10	O
95	O
CI	O
1	O
21	O
13	O
95	O
Patients	O
with	O
severe	O
were	O
more	O
likely	O
to	O
start	O
treatment	O
within	O
6hours	O
than	O
patients	O
with	O
uncomplicated	O
OR	O
1	O
97	O
95	O
CI	O
1	O
08	O
3	O
43	O
as	O
were	O
patients	O
infected	O
by	O
P	O
falciparum	O
compared	O
to	O
other	O
species	O
OR	O
4	O
63	O
95	O
CI	O
1	O
03	O
20	O
90	O
Consulting	O
during	O
the	O
SARS	O
CoV	O
2	O
pandemic	O
was	O
the	O
only	O
organizational	O
factor	O
associated	O
with	O
a	O
lower	O
probability	O
of	O
adequate	O
management	O
OR	O
0	O
42	O
95	O
CI	O
0	O
23	O
0	O
75	O
Initial	O
evaluation	O
of	O
severity	O
and	O
time	O
to	O
treatment	O
administration	O
could	O
be	O
improved	O
These	O
have	O
been	O
adversely	O
impacted	O
by	O
the	O
SARS	O
CoV	O
2	O
pandemic	O
Plasmodium 	B-Organism
falciparum 	I-Organism
malaria	S-Disease
malaria 	S-Disease
malaria 	S-Disease
serum	S-Anatomical_Substances
DNA	S-Anatomical_Substances
DNA	S-Anatomical_Substances
Pfcrt	S-Gene
Pfcrt-76T	S-Gene
chloroquine 	B-Protien
resistance 	I-Protien
transporter 	E-Protien
P. falciparum	B-Gene
chloroquine resistance 	I-Gene
transporter 	E-Gene
Pfcrt-76T	S-Gene
chloroquine 	S-Medication
Host	O
immunity	O
has	O
been	O
suggested	O
to	O
clear	O
drug	O
resistant	O
parasites	O
in	O
endemic	O
settings	O
However	O
the	O
immunogenetic	O
mechanisms	O
involved	O
in	O
parasite	O
clearance	O
are	O
poorly	O
understood	O
Characterizing	O
the	O
host	O
s	O
immunity	O
and	O
genes	O
involved	O
in	O
controlling	O
the	O
parasitic	O
infection	O
can	O
inform	O
the	O
development	O
of	O
blood	O
stage	O
vaccines	O
This	O
study	O
investigates	O
host	O
regulatory	O
cytokines	O
and	O
immunogenomic	O
factors	O
associated	O
with	O
the	O
clearance	O
of	O
carrying	O
a	O
resistance	O
genotype	O
Biological	O
samples	O
from	O
participants	O
of	O
previous	O
drug	O
efficacy	O
trials	O
conducted	O
in	O
two	O
Malian	O
localities	O
were	O
retrieved	O
The	O
gene	O
was	O
genotyped	O
using	O
parasite	O
Children	O
carrying	O
parasites	O
with	O
the	O
mutant	O
allele	O
were	O
classified	O
based	O
on	O
their	O
ability	O
to	O
clear	O
their	O
parasites	O
The	O
levels	O
of	O
the	O
different	O
cytokines	O
were	O
measured	O
in	O
The	O
polymorphisms	O
of	O
specific	O
human	O
genes	O
involved	O
in	O
susceptibility	O
were	O
genotyped	O
using	O
human	O
The	O
prevalence	O
of	O
the	O
was	O
significantly	O
higher	O
in	O
Kolle	O
than	O
in	O
Bandiagara	O
81	O
6	O
vs	O
38	O
6	O
p	O
1	O
mosquito's 	S-Organism
mosquitoes	S-Organism
antennae 	S-Anatomical_Substances
neurons 	S-Anatomical_Substances
neurons 	S-Anatomical_Substances
neurons	S-Anatomical_Substances
ionotropic 	B-Protien
receptors 	I-Protien
IRs	S-Protien
volatile 	B-Chemical_Substance
chemical 	I-Chemical_Substance
cues 	E-Chemical_Substance
amine 	B-Chemical_Substance
compounds	I-Chemical_Substance
amine 	B-Chemical_Substance
compounds	I-Chemical_Substance
IR41c	S-Gene
IR41c 	S-Gene
Ir8a	S-Gene
Ir25a	S-Gene
Ir76b 	S-Gene
IRs 	S-Protien
IR 	S-Protien
IR	S-Protien
IR	S-Protien
IR	S-Protien
The	O
antenna	O
represents	O
its	O
main	O
olfactory	O
appendage	O
for	O
detecting	O
rom	O
the	O
environment	O
Whole	O
mount	O
fluorescence	O
in	O
situ	O
hybridization	O
of	O
expressed	O
in	O
the	O
reveals	O
that	O
the	O
antenna	O
might	O
be	O
divisible	O
into	O
proximal	O
and	O
distal	O
functional	O
domains	O
The	O
number	O
of	O
positive	O
cells	O
appear	O
stereotyped	O
within	O
each	O
antennal	O
segment	O
flagellomere	O
Highly	O
expressed	O
odor	O
tuning	O
xhibit	O
distinct	O
co	O
localization	O
patterns	O
with	O
the	O
coreceptors	O
and	O
that	O
might	O
predict	O
their	O
functional	O
properties	O
Genetic	O
knockin	O
and	O
in	O
vivo	O
functional	O
imaging	O
of	O
expressing	O
indicate	O
both	O
odor	O
induced	O
activation	O
and	O
inhibition	O
in	O
response	O
to	O
select	O
Targeted	O
mutagenesis	O
of	O
does	O
not	O
abolish	O
behavioral	O
responses	O
to	O
the	O
Our	O
study	O
provides	O
a	O
comprehensive	O
map	O
of	O
expressing	O
in	O
the	O
main	O
olfactory	O
appendage	O
of	O
These	O
findings	O
show	O
organizing	O
principles	O
of	O
Anopheles	O
expressing	O
which	O
might	O
underlie	O
their	O
functional	O
contribution	O
to	O
the	O
detection	O
of	O
behaviorally	O
relevant	O
odors	O
schistosomiasis 	S-Disease
S	B-Organism
mansoni 	I-Organism
S	B-Organism
mansoni	I-Organism
S	B-Organism
mansoni	I-Organism
schistosomiasis	S-Disease
S	B-Organism
mansoni 	I-Organism
S	B-Organism
mansoni 	I-Organism
stool 	S-Anatomical_Substances
serum 	B-Anatomical_Substances
samples 	I-Anatomical_Substances
S	B-Organism
mansoni	I-Organism
S	B-Organism
mansoni	I-Organism
cysteine 	B-Protien
proteases 	I-Protien
polyclonal 	B-Chemical_Substance
antibodies 	I-Chemical_Substance
pAbs	S-Chemical_Substance
CP	S-Protien
CP 	S-Protien
CP 	S-Protien
CP 	S-Protien
pAb 	S-Chemical_Substance
horseradish 	B-Chemical_Substance
peroxidase 	I-Chemical_Substance
conjugate 	E-Chemical_Substance
HRP	S-Chemical_Substance
Fasciola	S-Organism
hookworm	S-Organism
hydatid	S-Organism
trichostrongyloids	S-Organism
In	O
many	O
parts	O
of	O
the	O
tropics	O
is	O
a	O
major	O
parasitic	O
disease	O
second	O
only	O
to	O
malaria	O
as	O
a	O
cause	O
of	O
morbidity	O
and	O
mortality	O
Diagnostic	O
approaches	O
include	O
microscopic	O
sampling	O
of	O
excreta	O
such	O
as	O
the	O
Kato	O
Katz	O
method	O
radiography	O
and	O
serology	O
Due	O
to	O
their	O
vital	O
role	O
in	O
many	O
stages	O
of	O
the	O
parasitic	O
life	O
cycle	O
proteases	O
have	O
been	O
under	O
investigation	O
as	O
targets	O
of	O
immunological	O
or	O
chemotherapeutic	O
anti	O
Schistosoma	O
agents	O
Five	O
major	O
classes	O
of	O
protease	O
have	O
been	O
identified	O
on	O
the	O
basis	O
of	O
the	O
peptide	O
hydrolysis	O
mechanism	O
serine	O
cysteine	O
aspartic	O
threonine	O
and	O
metalloproteases	O
Proteases	O
of	O
all	O
five	O
catalytic	O
classes	O
have	O
been	O
identified	O
from	O
through	O
proteomic	O
or	O
genetic	O
analysis	O
The	O
study	O
aimed	O
to	O
produce	O
against	O
schistosomal	O
to	O
be	O
used	O
in	O
the	O
diagnosis	O
of	O
This	O
study	O
was	O
conducted	O
on	O
infected	O
patients	O
from	O
highly	O
endemic	O
areas	O
and	O
from	O
outpatients	O
clinic	O
and	O
hospitals	O
and	O
other	O
patients	O
infected	O
with	O
other	O
parasites	O
and	O
In	O
this	O
study	O
the	O
produced	O
polyclonal	O
antibodies	O
against	O
cysteine	O
protease	O
antigens	O
were	O
labeled	O
with	O
and	O
used	O
to	O
detect	O
antigens	O
in	O
and	O
of	O
infected	O
patients	O
by	O
sandwich	O
ELISA	O
The	O
study	O
involved	O
200	O
Fasciola	S-Organism
hookworm	S-Organism
hydatid	S-Organism
trichostrongyloids	S-Organism
stool 	B-Anatomical_Substances
samples	I-Anatomical_Substances
infected	O
patients	O
diagnosed	O
by	O
finding	O
characteristic	O
eggs	O
in	O
the	O
collected	O
100	O
patients	O
infected	O
with	O
other	O
parasites	O
and	O
and	O
100	O
individuals	O
who	O
served	O
as	O
parasite	O
free	O
healthy	O
negative	O
control	O
The	O
prepared	O
succeeded	O
in	O
detecting	O
stool 	S-Anatomical_Substances
serum 	B-Anatomical_Substances
samples 	I-Anatomical_Substances
antigens	O
in	O
and	O
of	O
infected	O
patients	O
by	O
sandwich	O
ELISA	O
with	O
a	O
sensitivity	O
of	O
98	O
5	O
and	O
98	O
0	O
respectively	O
A	O
positive	O
correlation	O
was	O
observed	O
between	O
stool 	S-Anatomical_Substances
egg	O
counts	O
and	O
both	O
and	O
serum	O
antigen	O
concentrations	O
Purified	O
27	O
5	O
kDa	O
CP	O
could	O
be	O
introduced	O
as	O
a	O
suitable	O
candidate	O
antigen	O
for	O
early	O
immunodiagnosis	O
using	O
sandwich	O
ELISA	O
for	O
antigen	O
detection	O
KEY	O
POINTS	O
Detection	O
of	O
cysteine	O
protease	O
antigens	O
can	O
replace	O
parasitological	O
examination	O
Sandwich	O
ELISA	O
has	O
a	O
higher	O
sensitivity	O
than	O
microscopic	O
examination	O
of	O
eggs	O
Identification	O
of	O
antigens	O
is	O
important	O
for	O
the	O
goal	O
of	O
obtaining	O
diagnostic	O
tools	O
COVID-19	S-Disease
The	O
pandemic	O
and	O
resulting	O
restrictions	O
particularly	O
travel	O
restrictions	O
have	O
had	O
significant	O
impact	O
on	O
the	O
conduct	O
of	O
global	O
clinical	O
trials	O
Our	O
clinical	O
trials	O
programme	O
which	O
relied	O
on	O
in	O
person	O
visits	O
for	O
training	O
monitoring	O
and	O
capacity	O
building	O
across	O
nine	O
low	O
and	O
middle	O
income	O
countries	O
had	O
to	O
adapt	O
to	O
those	O
unprecedented	O
operational	O
challenges	O
We	O
report	O
the	O
adaptation	O
of	O
our	O
working	O
model	O
with	O
a	O
focus	O
on	O
the	O
operational	O
areas	O
of	O
training	O
monitoring	O
and	O
cross	O
site	O
collaboration	O
nAdaptations	O
include	O
changing	O
training	O
strategies	O
from	O
in	O
person	O
site	O
visits	O
with	O
three	O
or	O
four	O
team	O
members	O
to	O
a	O
multi	O
pronged	O
virtual	O
approach	O
with	O
generic	O
online	O
training	O
for	O
good	O
clinical	O
practice	O
the	O
development	O
of	O
a	O
library	O
of	O
study	O
specific	O
training	O
videos	O
and	O
interactive	O
virtual	O
training	O
sessions	O
including	O
practical	O
laboratory	O
focused	O
training	O
sessions	O
We	O
also	O
report	O
changes	O
from	O
in	O
person	O
monitoring	O
to	O
remote	O
monitoring	O
as	O
well	O
as	O
the	O
development	O
of	O
a	O
more	O
localized	O
network	O
of	O
clinical	O
trial	O
monitors	O
to	O
support	O
hybrid	O
models	O
with	O
in	O
person	O
and	O
remote	O
monitoring	O
depending	O
on	O
identified	O
risks	O
at	O
each	O
site	O
We	O
established	O
a	O
virtual	O
network	O
across	O
different	O
trial	O
and	O
study	O
sites	O
with	O
the	O
objective	O
to	O
further	O
build	O
capacity	O
for	O
good	O
clinical	O
practice	O
compliant	O
antimalarial	O
trials	O
and	O
foster	O
cross	O
country	O
and	O
cross	O
study	O
site	O
collaboration	O
nThe	O
forced	O
adaptation	O
of	O
these	O
new	O
strategies	O
has	O
come	O
with	O
advantages	O
that	O
we	O
did	O
not	O
envisage	O
initially	O
This	O
includes	O
improved	O
more	O
frequent	O
engagement	O
through	O
the	O
established	O
network	O
with	O
opportunities	O
for	O
increased	O
south	O
to	O
south	O
support	O
and	O
a	O
substantially	O
reduced	O
carbon	O
footprint	O
and	O
budget	O
savings	O
Our	O
new	O
approach	O
is	O
challenging	O
for	O
study	O
sites	O
with	O
limited	O
prior	O
experience	O
but	O
this	O
can	O
be	O
overcome	O
with	O
hybrid	O
models	O
Capacity	O
building	O
for	O
laboratory	O
based	O
work	O
remains	O
difficult	O
using	O
a	O
virtual	O
environment	O
The	O
changes	O
to	O
our	O
working	O
model	O
are	O
likely	O
to	O
last	O
even	O
after	O
the	O
end	O
of	O
the	O
pandemic	O
providing	O
a	O
more	O
sustainable	O
and	O
equitable	O
approach	O
to	O
our	O
research	O
Malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
blood 	B-Anatomical_Substances
samples 	I-Anatomical_Substances
blood 	B-Anatomical_Substances
smears 	I-Anatomical_Substances
mosquitoes	S-Organism
is	O
a	O
life	O
threatening	O
disease	O
caused	O
by	O
parasites	O
that	O
are	O
transmitted	O
to	O
humans	O
through	O
the	O
bites	O
of	O
infected	O
The	O
early	O
diagnosis	O
and	O
treatment	O
of	O
are	O
crucial	O
for	O
reducing	O
morbidity	O
and	O
mortality	O
rates	O
particularly	O
in	O
developing	O
countries	O
where	O
the	O
disease	O
is	O
prevalent	O
In	O
this	O
article	O
we	O
present	O
a	O
novel	O
convolutional	O
neural	O
network	O
CNN	O
architecture	O
for	O
detecting	O
from	O
with	O
a	O
99	O
68	O
accuracy	O
Our	O
method	O
outperforms	O
the	O
existing	O
approaches	O
in	O
terms	O
of	O
both	O
accuracy	O
and	O
speed	O
making	O
it	O
a	O
promising	O
tool	O
for	O
diagnosis	O
in	O
resource	O
limited	O
settings	O
The	O
CNN	O
was	O
trained	O
on	O
a	O
large	O
dataset	O
of	O
and	O
was	O
able	O
to	O
accurately	O
classify	O
infected	O
and	O
uninfected	O
samples	O
with	O
high	O
sensitivity	O
and	O
specificity	O
Additionally	O
we	O
present	O
an	O
analysis	O
of	O
model	O
performance	O
on	O
different	O
subtypes	O
of	O
and	O
discuss	O
the	O
implications	O
of	O
our	O
findings	O
for	O
the	O
use	O
of	O
deep	O
learning	O
in	O
infectious	O
disease	O
diagnosis	O
neurodegenerative 	B-Disease
disorders	I-Disease
malaria	S-Disease
glaucoma	S-Disease
COVID-19	S-Disease
cancer	S-Disease
NRH:quinone	B-Protien
oxidoreductase 2 	I-Protien
NQO2	S-Protien
3-arylidene-2-oxindoles	S-Chemical_Substance
3-arylidene-2-oxindoles	S-Chemical_Substance
NQO2	S-Protien
NRH:quinone	B-Protien
oxidoreductase 	I-Protien
NQO2 	S-Protien
kinase 	B-Medication
inhibitors	I-Medication
The	O
enzyme	O
plays	O
an	O
important	O
role	O
in	O
the	O
pathogenesis	O
of	O
various	O
diseases	O
such	O
as	O
and	O
xpression	O
is	O
known	O
to	O
be	O
increased	O
in	O
some	O
cancer	O
cell	O
lines	O
Since	O
are	O
widely	O
used	O
in	O
the	O
design	O
of	O
new	O
anticancer	O
drugs	O
such	O
as	O
it	O
was	O
interesting	O
to	O
study	O
whether	O
such	O
structures	O
have	O
additional	O
activity	O
towards	O
Herein	O
we	O
report	O
the	O
synthesis	O
and	O
study	O
of	O
as	O
novel	O
inhibitors	O
It	O
was	O
demonstrated	O
that	O
oxindoles	O
with	O
6	O
membered	O
aryls	O
in	O
the	O
arylidene	O
moiety	O
were	O
obtained	O
predominantly	O
as	O
malaria	S-Disease
aurachin D	S-Chemical_Substance
farnesylated 	B-Chemical_Substance
quinolone 	I-Chemical_Substance
alkaloid	E-Chemical_Substance
aurachin D	S-Medication
The	O
natural	O
product	O
is	O
